"","species","genus","family","order","class","phylum","NSDM.group","CH3Div.group","NSDM.scheme","CH3Div.scheme","Dispersal_km"
"1101","Byturus ochraceus","Byturus","Byturidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.5335
"1102","Byturus tomentosus","Byturus","Byturidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1120","Calamosternus granarius","Calamosternus","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0433
"1121","Calathus erratus subsp. erratus","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0762
"1122","Calathus fuscipes subsp. fuscipes","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.1662
"1123","Calathus melanocephalus subsp. melanocephalus","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7693
"1124","Calathus micropterus","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7157
"1131","Callidium aeneum","Callidium","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9177
"1132","Callidium coriaceum","Callidium","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.2118
"1133","Callidium violaceum","Callidium","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0475
"1143","Callistus lunatus subsp. lunatus","Callistus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0391
"1234","Cantharis decipiens","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1235","Cantharis fusca","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3989
"1236","Cantharis livida","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.4157
"1237","Cantharis nigricans","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9322
"1238","Cantharis pallida","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",3.1561
"1239","Cantharis pellucida","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.2117
"1240","Cantharis rufa","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.2211
"1241","Cantharis rustica","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1242","Cantharis tristis","Cantharis","Cantharidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1252","Carabus auratus subsp. auratus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0855
"1253","Carabus auronitens subsp. auronitens","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.2852
"1254","Carabus cancellatus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1255","Carabus convexus subsp. convexus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.806
"1256","Carabus coriaceus subsp. coriaceus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0652
"1257","Carabus depressus subsp. depressus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8893
"1258","Carabus glabratus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1259","Carabus granulatus subsp. granulatus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.5003
"1260","Carabus intricatus subsp. intricatus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7457
"1261","Carabus monilis","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.756
"1262","Carabus nemoralis subsp. nemoralis","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9745
"1263","Carabus problematicus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1264","Carabus problematicus subsp. harcyniae","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1265","Carabus sylvestris subsp. sylvestris","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9108
"1266","Carabus violaceus","Carabus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1291","Cardiophorus erichsoni","Cardiophorus","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1292","Cardiophorus nigerrimus","Cardiophorus","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1293","Cardiophorus rufipes","Cardiophorus","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1456","Cerambyx cerdo","Cerambyx","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.4653
"1457","Cerambyx scopolii","Cerambyx","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9102
"1506","Cetonia aurata","Cetonia","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.6119
"1574","Chlaenius nigricornis","Chlaenius","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.1964
"1575","Chlaenius vestitus","Chlaenius","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8671
"1581","Chlorophorus figuratus","Chlorophorus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.5491
"1582","Chlorophorus herbstii","Chlorophorus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8761
"1583","Chlorophorus sartor","Chlorophorus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3176
"1584","Chlorophorus varius","Chlorophorus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.2852
"1606","Chrysanthia viridissima","Chrysanthia","Oedemeridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.6004
"1607","Chrysobothris affinis","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.6779
"1608","Chrysobothris chrysostigma","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3846
"1609","Chrysobothris solieri","Chrysobothris","Buprestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7218
"1628","Cicindela campestris subsp. campestris","Cicindela","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3652
"1629","Cicindela gallica","Cicindela","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9169
"1630","Cicindela sylvicola","Cicindela","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7647
"1631","Cicindela transversalis","Cicindela","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1635","Cidnopus pilosus","Cidnopus","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.6892
"1688","Clanoptilus elegans","Clanoptilus","Malachiidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8533
"1710","Clerus mutillarius","Clerus","Cleridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8615
"1738","Clivina collaris","Clivina","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8089
"1739","Clivina fossor subsp. fossor","Clivina","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.1972
"1750","Clytus arietis","Clytus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7415
"1751","Clytus lama","Clytus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9215
"1799","Colobopterus erraticus","Colobopterus","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.3693
"1811","Colydium elongatum","Colydium","Zopheridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7505
"1845","Copris lunaris","Copris","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"1866","Corticeus unicolor","Corticeus","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.6227
"1949","Cortodera femorata","Cortodera","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.5664
"1978","Coxelus pictus","Coxelus","Zopheridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.6846
"2027","Cryphalus piceae","Cryphalus","Curculionidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.5807
"2034","Crypturgus cinereus","Crypturgus","Curculionidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7221
"2035","Ctenicera cuprea","Ctenicera","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2036","Ctenicera pectinicornis","Ctenicera","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2037","Ctenicera virens","Ctenicera","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2039","Cteniopus sulphureus","Cteniopus","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8225
"2040","Ctesias serra","Ctesias","Dermestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.431
"2067","Cychrus attenuatus subsp. attenuatus","Cychrus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2068","Cychrus caraboides subsp. caraboides","Cychrus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2069","Cychrus italicus","Cychrus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9616
"2077","Cylindera germanica subsp. germanica","Cylindera","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2082","Cymindis vaporariorum","Cymindis","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.1638
"2131","Dalopius marginatus","Dalopius","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3832
"2132","Danacea nigritarsis","Danacea","Dasytidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2133","Danacea pallipes","Danacea","Dasytidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2140","Dascillus cervinus","Dascillus","Dascillidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.5883
"2144","Dasytes aeratus","Dasytes","Melyridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.7169
"2145","Dasytes caeruleus","Dasytes","Melyridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.4601
"2146","Dasytes niger","Dasytes","Melyridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.445
"2147","Dasytes plumbeus","Dasytes","Melyridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8846
"2148","Dasytes virens","Dasytes","Melyridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9026
"2163","Demetrias atricapillus","Demetrias","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3506
"2164","Demetrias monostigma","Demetrias","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.1899
"2170","Denticollis linearis","Denticollis","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.6835
"2171","Denticollis rubens","Denticollis","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",3.2569
"2173","Dermestes lardarius","Dermestes","Dermestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2174","Dermestes undulatus","Dermestes","Dermestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2181","Diachromus germanus","Diachromus","Carabidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.9373
"2199","Diaperis boleti","Diaperis","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.7879
"2213","Dicerca alni","Dicerca","Buprestidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3661
"2236","Dicronychus cinereus","Dicronychus","Elateridae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.13294002025658
"2260","Dinoptera collaris","Dinoptera","Cerambycidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.9601
"2267","Diplocoelus fagi","Diplocoelus","Biphyllidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.0386
"2294","Dorcatoma punctulata","Dorcatoma","Anobiidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",1.8708
"2295","Dorcus parallelipipedus","Dorcus","Lucanidae","Coleoptera","Insecta","Arthropoda","Arthropods (non EPTO)","coleoptera","terrestrial","terrestrial",2.3448
