"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Frullania fragilifolia" "Frullania.fragilifolia" "bryophytes" 1 0 0.00514138817480719 0.353810104632059 0.710144927536232
"Frullania jackii" "Frullania.jackii" "bryophytes" 1 0 0.00514138817480719 0.304648792678699 0.646135265700483
"Frullania tamarisci" "Frullania.tamarisci" "bryophytes" 1 0 0.00514138817480719 0.205049037911762 0.797101449275362
"Funaria hygrometrica" "Funaria.hygrometrica" "bryophytes" 1 0 0.00942587832047986 0.231852833717221 0.793478260869565
"Grimmia alpestris" "Grimmia.alpestris" "bryophytes" 1 0 0.027420736932305 0.0659373376814292 0.516908212560387
"Grimmia anodon" "Grimmia.anodon" "bryophytes" 1 0 0.027420736932305 0.0659373376814292 0.698067632850242
"Grimmia caespiticia" "Grimmia.caespiticia" "bryophytes" 1 0 0.027420736932305 0.308379110377778 0.789855072463768
"Grimmia crinita" "Grimmia.crinita" "bryophytes" 1 0 0.027420736932305 0.207729417492308 0.954106280193237
"Grimmia elatior" "Grimmia.elatior" "bryophytes" 1 0 0.027420736932305 0.0619167683106104 0.818840579710145
"Grimmia funalis" "Grimmia.funalis" "bryophytes" 1 0 0.027420736932305 0.122627365809975 0.717391304347826
"Grimmia hartmanii" "Grimmia.hartmanii" "bryophytes" 1 0 0.027420736932305 0.302028771645797 0.716183574879227
"Grimmia incurva" "Grimmia.incurva" "bryophytes" 1 0 0.027420736932305 0.0558725123564794 0.769323671497585
"Grimmia laevigata" "Grimmia.laevigata" "bryophytes" 1 0 0.027420736932305 0.054947781401191 0.861111111111111
"Grimmia longirostris" "Grimmia.longirostris" "bryophytes" 1 0 0.027420736932305 0.287292698137823 0.665458937198068
"Grimmia montana" "Grimmia.montana" "bryophytes" 1 0 0.027420736932305 0.111235752592655 0.774154589371981
"Grimmia muehlenbeckii" "Grimmia.muehlenbeckii" "bryophytes" 1 0 0.027420736932305 0.302028771645797 0.735507246376812
"Grimmia orbicularis" "Grimmia.orbicularis" "bryophytes" 1 0 0.027420736932305 0.168863913574392 0.821256038647343
"Grimmia ovalis" "Grimmia.ovalis" "bryophytes" 1 0 0.027420736932305 0.0619167683106104 0.75
"Grimmia pulvinata" "Grimmia.pulvinata" "bryophytes" 1 0 0.027420736932305 0.376555221966196 0.842995169082126
"Grimmia ramondii" "Grimmia.ramondii" "bryophytes" 1 0 0.027420736932305 0.129517481550095 0.82487922705314
"Grimmia sessitana" "Grimmia.sessitana" "bryophytes" 1 0 0.027420736932305 0.240821436372602 0.671497584541063
"Grimmia tergestina" "Grimmia.tergestina" "bryophytes" 1 0 0.027420736932305 0.054947781401191 0.754830917874396
"Gymnocolea inflata" "Gymnocolea.inflata" "bryophytes" 1 0 0.0154241645244216 0.272058527425409 0.785024154589372
"Gymnocolea inflata subsp. inflata" "Gymnocolea.inflata.inflata" "bryophytes" 1 0 0.0330690946582137 0.163905461385791 1
"Gymnomitrion brevissimum" "Gymnomitrion.brevissimum" "bryophytes" 1 0 0.00942587832047986 0.056287971191464 0.751207729468599
"Gymnomitrion concinnatum" "Gymnomitrion.concinnatum" "bryophytes" 1 0 0.0154241645244216 0.0904733123305869 0.777777777777778
"Gymnostomum aeruginosum" "Gymnostomum.aeruginosum" "bryophytes" 1 0 0.00171379605826907 0.104609080826682 0.68719806763285
"Gymnostomum calcareum" "Gymnostomum.calcareum" "bryophytes" 1 0 0.00171379605826907 0.109512368536527 0.620772946859903
"Gyroweisia tenuis" "Gyroweisia.tenuis" "bryophytes" 1 0 0.00599828620394173 0.110163600760437 0.811594202898551
"Hamatocaulis vernicosus" "Hamatocaulis.vernicosus" "bryophytes" 0 1 0.00771208226221079 0.385706621640556 0.884057971014493
"Hedwigia ciliata" "Hedwigia.ciliata" "bryophytes" 1 0 0.341045415595544 0.369022258893292 0.783816425120773
"Herzogiella seligeri" "Herzogiella.seligeri" "bryophytes" 1 0 0.20222793487575 0.08044159169374 0.641304347826087
"Heterocladium dimorphum" "Heterocladium.dimorphum" "bryophytes" 1 0 0.00428449014567266 0.189904893281677 0.689613526570048
"Homalia trichomanoides" "Homalia.trichomanoides" "bryophytes" 1 0 0.00171379605826907 0.250659096956308 0.830917874396135
"Homalothecium lutescens" "Homalothecium.lutescens" "bryophytes" 1 0 0.17395029991431 0.111403276316439 0.734299516908212
"Homalothecium philippeanum" "Homalothecium.philippeanum" "bryophytes" 1 0 0.000856898029134533 0.1635031544133 0.611111111111111
"Homalothecium sericeum" "Homalothecium.sericeum" "bryophytes" 1 0 0.000856898029134533 0.27969987621767 0.78743961352657
