"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Vertigo angustior" "Vertigo.angustior" "molluscs" 1 0 0.0406779661016949 0.00347541940155945 0.823671497584541
"Vertigo antivertigo" "Vertigo.antivertigo" "molluscs" 1 0 0.0406779661016949 0.00347541940155945 0.818840579710145
"Vertigo moulinsiana" "Vertigo.moulinsiana" "molluscs" 1 0 0.0406779661016949 0.182546404066912 0.956521739130435
"Vertigo pusilla" "Vertigo.pusilla" "molluscs" 1 0 0.0406779661016949 0.145098760015108 0.72463768115942
"Vertigo pygmaea" "Vertigo.pygmaea" "molluscs" 1 0 0.0406779661016949 0.107738001448344 0.6256038647343
"Vertigo substriata" "Vertigo.substriata" "molluscs" 1 0 0.0406779661016949 0.172033260377194 0.713768115942029
"Vitrea contracta" "Vitrea.contracta" "molluscs" 1 0 0.0101694915254237 0.0521312910233923 0.727053140096618
"Vitrea crystallina" "Vitrea.crystallina" "molluscs" 1 0 0.0101694915254237 0.0521312910233923 0.673913043478261
"Vitrea diaphana" "Vitrea.diaphana" "molluscs" 1 0 0.0101694915254237 0.104262582046785 0.736714975845411
"Vitrea subrimata" "Vitrea.subrimata" "molluscs" 1 0 0.0101694915254237 0.104262582046785 0.585748792270531
"Vitrina pellucida" "Vitrina.pellucida" "molluscs" 1 0 0.0305084745762712 0.471353756336505 0.603864734299517
"Vitrinobrachium breve" "Vitrinobrachium.breve" "molluscs" 1 0 0.0305084745762712 0.315046768751367 0.713768115942029
"Viviparus ater" "Viviparus.ater" "molluscs" 0 1 0.0203389830508474 0.260656455116961 0.993961352657005
"Xerolenta obvia" "Xerolenta.obvia" "molluscs" 1 0 0.0549713915578106 0.371174792086553 0.770531400966184
"Zebrina detrita" "Zebrina.detrita" "molluscs" 1 0 0.0549713915578106 0.217213712597468 0.759661835748792
"Zonitoides nitidus" "Zonitoides.nitidus" "molluscs" 1 0 0.0508474576271186 0.251099051762673 0.719806763285024
